Id,AutoTransferToStorecove,AutoTransferToXeroOrQuickBooks,BillToAddress,BillToBankAccount,BillToCity,BillToCountryId,BillToCountryName,BillToCountryTwoDigitsCode,BillToFax,BillToName,BillToPhone,BillToPostCode,BillToState,BillToTaxIDNumber,BusinessId,BusinessName,ContractGuid,CoworkerBillingEmail,CoworkerCardNumber,CoworkerCompanyName,CoworkerDoNotProcessInvoicesAutomatically,CoworkerEnableGoCardlessPayments,CoworkerFullName,CoworkerGoCardlessContractNumber,CoworkerId,CoworkerNotifyOnFailedPayment,CoworkerNotifyOnNewInvoice,CoworkerNotifyOnNewPayment,CoworkerRegularPaymentContractNumber,CoworkerRegularPaymentProvider,CoworkerTeamNames,CreatedOn,CreditNote,CreditedAmount,CreditedInvoiceId,CurrencyCode,CurrencyId,CustomData,CustomFields,Description,DiscountAmount,DiscoveredInvoiceId,DoNotApplyCreditAutomatically,Draft,DueAmount,DueDate,DueDateFormated,GoCardlessReference,HasTemporaryInvoiceNumber,InvoiceFromDate,InvoiceLines,InvoiceNumber,InvoiceToDate,IsDue,IsNew,LocalizationDetails,MoloniInvoiceTransferred,MoloniPaymentTransferred,NexKioskTransactionId,OriginalInvoiceGuid,OriginalInvoiceId,Paid,PaidAmount,PaidOn,PaymentReference,PurchaseOrder,QuickbooksInvoiceTransfered,QuickbooksPaymentTransfered,ReceivedAmount,Refunded,RefundedAmount,RefundedOn,Sent,SentOn,StorecoveInvoiceStatus,StorecoveUniqueId,SystemId,TaxAmount,ToStringText,TotalAmount,TotalAmountFormated,UniqueId,UpdatedBy,UpdatedOn,Void,WaitingForInvoiceNumber,XeroInvoiceTransfered,XeroPaymentTransfered
1429951351,False,False,Not Available,,Not Available,1195,Spain,ES,,Charles Kelly,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),11ad18e1-b3d0-482b-9dfd-d044aa420de0,,,,False,False,Charles Kelly,,1423807158,True,True,True,,1,,2026-08-25T19:56:34Z,False,0.0,,EUR,3003,,,Hot Desk Quarterly,0.0,1429951351,False,False,400.0,2026-08-28T19:56:34Z,8/28/2026 7:56 PM,,False,2026-01-23T23:00:00Z,,INV-0057,2026-04-23T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0057,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0057,400.0,400.00,f629794a-d8ba-46c4-bed4-9f46bb85b416,Olena+e2@nexudus.com,2026-08-25T19:56:34Z,False,False,False,False
1429951454,False,False,Not Available,,Not Available,1195,Spain,ES,,Rachael Byrne,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),2b593c66-b701-450c-bd4b-6ac15d83abde,,,,False,False,Rachael Byrne,,1423806954,True,True,True,,1,,2026-08-25T19:56:35Z,False,0.0,,EUR,3003,,,"Flex Fortnightly, Storage Locker",0.0,1429951454,False,False,280.0,2026-08-28T19:56:35Z,8/28/2026 7:56 PM,,False,2026-01-09T23:00:00Z,,INV-0058,2026-01-23T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0058,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0058,280.0,280.00,907111c8-1450-448c-ab1c-84d096f98e70,Olena+e2@nexudus.com,2026-08-25T19:56:35Z,False,False,False,False
1429951455,False,False,Not Available,,Not Available,1195,Spain,ES,,Danny Hale,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),080f8ea5-dcf0-401e-a264-fb8b2a6abf70,,,,False,False,Danny Hale,,1423807159,True,True,True,,1,,2026-08-25T19:56:36Z,False,0.0,,EUR,3003,,,"Flex Fortnightly, Mail Handling",0.0,1429951455,False,False,270.0,2026-08-28T19:56:36Z,8/28/2026 7:56 PM,,False,2026-05-01T22:00:00Z,,INV-0059,2026-05-15T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0059,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0059,270.0,270.00,e84cc070-7af6-4470-8ea7-ae510f95ed73,Olena+e2@nexudus.com,2026-08-25T19:56:36Z,False,False,False,False
1429951352,False,False,Not Available,,Not Available,1195,Spain,ES,,Wayne Davidson,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),86e280a9-0c42-4769-9eb5-38309a5de047,,,,False,False,Wayne Davidson,,1423806955,True,True,True,,1,,2026-08-25T19:56:37Z,False,0.0,,EUR,3003,,,Private Office Large,0.0,1429951352,False,False,1883.84,2026-08-28T19:56:37Z,8/28/2026 7:56 PM,,False,2025-07-27T22:00:00Z,,INV-0060,2025-08-27T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0060,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0060,1883.84,1883.84,2aca67b1-2b2d-45cc-8fd1-0790c5913dec,Olena+e2@nexudus.com,2026-08-25T19:56:37Z,False,False,False,False
1429951353,False,False,Not Available,,Not Available,1195,Spain,ES,,Chelsea Powell,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),98ad6339-53d2-4691-8dbc-331d630171b5,,,,False,False,Chelsea Powell,,1423807160,True,True,True,,1,,2026-08-25T19:56:38Z,False,0.0,,EUR,3003,,,"Hot Desk Quarterly, Parking Space",0.0,1429951353,False,False,475.0,2026-08-28T19:56:38Z,8/28/2026 7:56 PM,,False,2026-01-26T23:00:00Z,,INV-0061,2026-04-26T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0061,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0061,475.0,475.00,4970489a-785a-4edc-914e-b1d25d10524d,Olena+e2@nexudus.com,2026-08-25T19:56:38Z,False,False,False,False
1429951456,False,False,Not Available,,Not Available,1195,Spain,ES,,Stanley Griffiths,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),98b2ac8f-475a-4038-8609-c3387d034106,,,,False,False,Stanley Griffiths,,1423806940,True,True,True,,1,Acme Corp,2026-08-25T19:56:42Z,False,0.0,,EUR,3003,,,"Dedicated Desk Monthly (Victor Harrison), Parking Space (Victor Harrison), Dedicated Desk Monthly (Victor Harrison), Parking Space (Victor Harrison), Private Office Small (Ashley Smith), Mail Handling (Ashley Smith), Private Office Small (Ashley Smith), Mail Handling (Ashley Smith), Flex Weekly, Storage Locker, Hot Desk Quarterly (Tracy Harrison), Mail Handling (Tracy Harrison), Flex Fortnightly (Robin Andrews), Flex Fortnightly (Robin Andrews), Hot Desk Monthly (Leanne Foster), Mail Handling (Leanne Foster), Hot Desk Monthly<br/><small>Contract is frozen.</small> (Leanne Foster), Hot Desk Quarterly (Tracy Harrison), Mail Handling (Tracy Harrison), Hot Desk Quarterly (Teresa Hopkins), Hot Desk Quarterly (Teresa Hopkins), Flex Fortnightly (Ashley Smith), Parking Space (Ashley Smith)",0.0,1429951456,False,False,5429.6,2026-08-28T19:56:42Z,8/28/2026 7:56 PM,,False,2025-04-12T22:00:00Z,,INV-0062,2025-04-19T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0062,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0062,5429.6,5429.60,ecb4b3c9-d3e5-4adc-a323-6dc8e6ce0df9,Olena+e2@nexudus.com,2026-08-25T19:56:42Z,False,False,False,False
1429951457,False,False,Not Available,,Not Available,1195,Spain,ES,,Diane Newman,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),d0e0f13b-7d3e-41fe-a05a-f7488fe8f088,,,,False,False,Diane Newman,,1423807128,True,True,True,,1,Delta Ventures,2026-08-25T19:56:44Z,False,0.0,,EUR,3003,,,"Dedicated Desk Monthly, Storage Locker",0.0,1429951457,False,False,380.0,2026-08-28T19:56:44Z,8/28/2026 7:56 PM,,False,2025-10-17T22:00:00Z,,INV-0063,2025-11-17T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0063,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0063,380.0,380.00,da640d54-3af1-43b5-96a1-14b347610045,Olena+e2@nexudus.com,2026-08-25T19:56:44Z,False,False,False,False
1429951354,False,False,Not Available,,Not Available,1195,Spain,ES,,Sian Cox,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),41e0155f-37b5-4878-8b18-8efdab992fb1,,,,False,False,Sian Cox,,1423807129,True,True,True,,1,CloudNine Labs,2026-08-25T19:56:45Z,False,0.0,,EUR,3003,,,Hot Desk Quarterly,0.0,1429951354,False,False,359.14,2026-08-28T19:56:45Z,8/28/2026 7:56 PM,,False,2025-03-13T23:00:00Z,,INV-0064,2025-06-13T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0064,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0064,359.14,359.14,1ee9f75d-cca8-48a7-886a-05a2d4731015,Olena+e2@nexudus.com,2026-08-25T19:56:45Z,False,False,False,False
1429951355,False,False,Not Available,,Not Available,1195,Spain,ES,,Colin Lloyd,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),deb914d0-ec9e-45b0-8927-b1f8a20aa6bf,,,,False,False,Colin Lloyd,,1423807132,True,True,True,,1,Delta Ventures,2026-08-25T19:56:47Z,False,0.0,,EUR,3003,,,"Flex Fortnightly, Parking Space",0.0,1429951355,False,False,325.0,2026-08-28T19:56:47Z,8/28/2026 7:56 PM,,False,2025-07-13T22:00:00Z,,INV-0065,2025-07-27T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0065,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0065,325.0,325.00,eca7e889-dd15-43df-a022-38aa38760653,Olena+e2@nexudus.com,2026-08-25T19:56:47Z,False,False,False,False
1429951356,False,False,Not Available,,Not Available,1195,Spain,ES,,Heather Ryan,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),05d57e40-8523-4290-87a0-5c3f06ee7d2b,,,,False,False,Heather Ryan,,1423807133,True,True,True,,1,Bright Studio,2026-08-25T19:56:50Z,False,0.0,,EUR,3003,,,"Dedicated Desk Monthly, Storage Locker, Flex Fortnightly (Leslie Warner), Parking Space (Leslie Warner), Flex Fortnightly (Leslie Warner), Parking Space (Leslie Warner), Flex Weekly (Gemma Ferguson), Flex Weekly (Gemma Ferguson), Dedicated Desk Monthly (Jeremy Mellor), Dedicated Desk Monthly (Jeremy Mellor), Hot Desk Monthly (Gemma Elliott), Mail Handling (Gemma Elliott), Private Office Annual (Irene Wilson)",0.0,1429951356,False,False,13920.11,2026-08-28T19:56:50Z,8/28/2026 7:56 PM,,False,2025-01-24T23:00:00Z,,INV-0066,2025-02-24T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0066,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0066,13920.11,13920.11,6b9c26dd-2c61-4be5-a2c2-383d0cdcfa9e,Olena+e2@nexudus.com,2026-08-25T19:56:50Z,False,False,False,False
1429951458,False,False,Not Available,,Not Available,1195,Spain,ES,,Samantha Quinn,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),1657f767-e59a-49fc-a23b-effc1bee7fee,,,,False,False,Samantha Quinn,,1423807134,True,True,True,,1,Echo Digital,2026-08-25T19:56:53Z,False,0.0,,EUR,3003,,,"Private Office Large, Dedicated Desk Monthly (Sarah Reed), Parking Space (Sarah Reed), Dedicated Desk Monthly (Sarah Reed), Parking Space (Sarah Reed), Flex Fortnightly (Paula Harvey), Mail Handling (Paula Harvey), Flex Fortnightly (Paula Harvey), Mail Handling (Paula Harvey), Private Office Large (Jay Rees), Dedicated Desk Monthly (Janice Glover)",0.0,1429951458,False,False,5644.33,2026-08-28T19:56:53Z,8/28/2026 7:56 PM,,False,2025-04-04T22:00:00Z,,INV-0067,2025-05-04T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0067,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0067,5644.33,5644.33,9f17e499-6650-4265-b4cf-4eac36c9637a,Olena+e2@nexudus.com,2026-08-25T19:56:53Z,False,False,False,False
1429951459,False,False,Not Available,,Not Available,1195,Spain,ES,,Francesca White,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),2ea47e1e-3154-4e0a-89fd-6878233ad8fa,,,,False,False,Francesca White,,1423806943,True,True,True,,1,Delta Ventures,2026-08-25T19:56:55Z,False,0.0,,EUR,3003,,,Private Office Small,0.0,1429951459,False,False,1200.0,2026-08-28T19:56:54Z,8/28/2026 7:56 PM,,False,2025-04-08T22:00:00Z,,INV-0068,2025-05-08T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0068,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0068,1200.0,1200.00,ce037594-1fd5-456b-b9f1-3e8173d40645,Olena+e2@nexudus.com,2026-08-25T19:56:55Z,False,False,False,False
1429951357,False,False,Not Available,,Not Available,1195,Spain,ES,,Kerry White,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),c2034b47-1027-4fec-b92a-064d48bdd135,,,,False,False,Kerry White,,1423807136,True,True,True,,1,CloudNine Labs,2026-08-25T19:56:57Z,False,0.0,,EUR,3003,,,Private Office Large,0.0,1429951357,False,False,2000.0,2026-08-28T19:56:57Z,8/28/2026 7:56 PM,,False,2025-04-05T22:00:00Z,,INV-0069,2025-05-05T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0069,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0069,2000.0,2000.00,5d553c83-8fe2-47e5-afe8-a799b5e76a07,Olena+e2@nexudus.com,2026-08-25T19:56:57Z,False,False,False,False
1429951460,False,False,Not Available,,Not Available,1195,Spain,ES,,Leigh Butler,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),d8fcb41e-c8fa-433d-908b-60666b7f302a,,,,False,False,Leigh Butler,,1423806946,True,True,True,,1,Delta Ventures,2026-08-25T19:57:00Z,False,0.0,,EUR,3003,,,"Dedicated Desk Monthly, Storage Locker",0.0,1429951460,False,False,380.0,2026-08-28T19:57:00Z,8/28/2026 7:57 PM,,False,2026-08-01T22:00:00Z,,INV-0070,2026-09-01T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0070,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0070,380.0,380.00,ad07a970-d460-47d1-8adc-5c6ec95806e8,Olena+e2@nexudus.com,2026-08-25T19:57:00Z,False,False,False,False
1429951461,False,False,Not Available,,Not Available,1195,Spain,ES,,Billy Norton,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),23fa1f46-b5ce-4acd-9a0f-b4473d61fae1,,,,False,False,Billy Norton,,1423807141,True,True,True,,1,Delta Ventures,2026-08-25T19:57:04Z,False,0.0,,EUR,3003,,,"Hot Desk Quarterly, Parking Space",0.0,1429951461,False,False,475.0,2026-08-28T19:57:04Z,8/28/2026 7:57 PM,,False,2027-01-17T23:00:00Z,,INV-0071,2027-04-17T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0071,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0071,475.0,475.00,398846af-b273-4c62-88ab-5f72d397a078,Olena+e2@nexudus.com,2026-08-25T19:57:04Z,False,False,False,False
1429951358,False,False,Not Available,,Not Available,1195,Spain,ES,,Dylan Young,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),58cae1f6-208f-465a-94fd-3dda8406c288,,,,False,False,Dylan Young,,1423806948,True,True,True,,1,CloudNine Labs,2026-08-25T19:57:05Z,False,0.0,,EUR,3003,,,"Hot Desk Monthly, Mail Handling",0.0,1429951358,False,False,170.0,2026-08-28T19:57:05Z,8/28/2026 7:57 PM,,False,2026-09-24T22:00:00Z,,INV-0072,2026-10-24T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0072,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0072,170.0,170.00,ceae6994-d53f-4899-afa4-13b63ba45cff,Olena+e2@nexudus.com,2026-08-25T19:57:05Z,False,False,False,False
1429951462,False,False,Not Available,,Not Available,1195,Spain,ES,,Jacob Robinson,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),0b99228e-caff-4aa9-9654-baf383c41be4,,,,False,False,Jacob Robinson,,1423807144,True,True,True,,1,Delta Ventures,2026-08-25T19:57:08Z,False,0.0,,EUR,3003,,,"Private Office Annual, Storage Locker",0.0,1429951462,False,False,12030.0,2026-08-28T19:57:07Z,8/28/2026 7:57 PM,,False,2027-06-02T22:00:00Z,,INV-0073,2028-06-02T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0073,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0073,12030.0,12030.00,fcac9850-8e33-467c-81f2-fd53f8c19468,Olena+e2@nexudus.com,2026-08-25T19:57:08Z,False,False,False,False
1429951359,False,False,Not Available,,Not Available,1195,Spain,ES,,Megan Taylor,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),41332a58-04d0-4722-aca4-36963b1503e8,,,,False,False,Megan Taylor,,1423806950,True,True,True,,1,CloudNine Labs,2026-08-25T19:57:09Z,False,0.0,,EUR,3003,,,"Dedicated Desk Monthly, Mail Handling",0.0,1429951359,False,False,335.34,2026-08-28T19:57:09Z,8/28/2026 7:57 PM,,False,2026-06-04T22:00:00Z,,INV-0074,2026-07-04T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0074,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0074,335.34,335.34,d404aca2-6a42-4334-9f27-24c9dc175776,Olena+e2@nexudus.com,2026-08-25T19:57:09Z,False,False,False,False
1429951360,False,False,Not Available,,Not Available,1195,Spain,ES,,Jessica Dixon,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),4b53d880-9f48-413b-ae36-19577fb6e8ec,,,,False,False,Jessica Dixon,,1423807150,True,True,True,,1,,2026-08-25T19:57:12Z,False,0.0,,EUR,3003,,,Hot Desk Quarterly,0.0,1429951360,False,False,352.56,2026-08-28T19:57:12Z,8/28/2026 7:57 PM,,False,2026-11-14T23:00:00Z,,INV-0075,2027-02-14T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0075,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0075,352.56,352.56,9ec29f60-0632-4a9e-ba6b-8473c2ae68e6,Olena+e2@nexudus.com,2026-08-25T19:57:12Z,False,False,False,False
1429951463,False,False,Not Available,,Not Available,1195,Spain,ES,,Stanley Holmes,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),71cddcc6-d3b1-41d0-aad5-64b224327998,,,,False,False,Stanley Holmes,,1423807151,True,True,True,,1,,2026-08-25T19:57:13Z,False,0.0,,EUR,3003,,,Hot Desk Monthly,0.0,1429951463,False,False,130.75,2026-08-28T19:57:13Z,8/28/2026 7:57 PM,,False,2026-08-09T22:00:00Z,,INV-0076,2026-09-09T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0076,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0076,130.75,130.75,95da7e7b-306e-4840-b87e-78ce4fc7151c,Olena+e2@nexudus.com,2026-08-25T19:57:13Z,False,False,False,False
1429951464,False,False,Not Available,,Not Available,1195,Spain,ES,,Jacqueline Wilson,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),2cadbe78-c732-4476-861a-9bc67be72c08,,,,False,False,Jacqueline Wilson,,1423807153,True,True,True,,1,,2026-08-25T19:57:14Z,False,0.0,,EUR,3003,,,"Flex Fortnightly, Parking Space",0.0,1429951464,False,False,325.0,2026-08-28T19:57:14Z,8/28/2026 7:57 PM,,False,2026-03-19T23:00:00Z,,INV-0077,2026-04-02T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0077,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0077,325.0,325.00,b164fb56-356f-495f-9fc7-61322ac34f9e,Olena+e2@nexudus.com,2026-08-25T19:57:14Z,False,False,False,False
1429951361,False,False,Not Available,,Not Available,1195,Spain,ES,,Ryan Nelson,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),efa2ba9e-e139-4bf1-9a30-b2fcfaff8867,,,,False,False,Ryan Nelson,,1423807154,True,True,True,,1,,2026-08-25T19:57:15Z,False,0.0,,EUR,3003,,,Dedicated Desk Monthly,0.0,1429951361,False,False,350.0,2026-08-28T19:57:15Z,8/28/2026 7:57 PM,,False,2026-05-28T22:00:00Z,,INV-0078,2026-06-28T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0078,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0078,350.0,350.00,ff4c28f6-6c1a-412c-9d66-2851d9e76f9b,Olena+e2@nexudus.com,2026-08-25T19:57:15Z,False,False,False,False
1429951362,False,False,Not Available,,Not Available,1195,Spain,ES,,Suzanne Phillips,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),950eca22-a893-4bf2-8a07-e8f9121f66eb,,,,False,False,Suzanne Phillips,,1423807155,True,True,True,,1,,2026-08-25T19:57:16Z,False,0.0,,EUR,3003,,,"Dedicated Desk Monthly, Mail Handling",0.0,1429951362,False,False,370.0,2026-08-28T19:57:16Z,8/28/2026 7:57 PM,,False,2026-06-04T22:00:00Z,,INV-0079,2026-07-04T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0079,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0079,370.0,370.00,97c3826d-7ef7-4f81-88ba-c23f57532ae5,Olena+e2@nexudus.com,2026-08-25T19:57:16Z,False,False,False,False
1429951363,False,False,Not Available,,Not Available,1195,Spain,ES,,Bethany Johnston,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),88086567-17a0-4218-9b78-9c2e5dba4483,,,,False,False,Bethany Johnston,,1423807156,True,True,True,,1,,2026-08-25T19:57:17Z,False,0.0,,EUR,3003,,,Hot Desk Monthly,0.0,1429951363,False,False,134.94,2026-08-28T19:57:17Z,8/28/2026 7:57 PM,,False,2025-11-28T23:00:00Z,,INV-0080,2025-12-28T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0080,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0080,134.94,134.94,11a3cf6d-6003-4571-9e5a-d02c129fb5ea,Olena+e2@nexudus.com,2026-08-25T19:57:17Z,False,False,False,False
1429951364,False,False,Not Available,,Not Available,1195,Spain,ES,,Glen Hawkins,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),ccd407f4-d6ae-4205-b329-40995062b471,,,,False,False,Glen Hawkins,,1423807157,True,True,True,,1,,2026-08-25T19:57:18Z,False,0.0,,EUR,3003,,,"Flex Weekly, Mail Handling",0.0,1429951364,False,False,64.93,2026-08-28T19:57:18Z,8/28/2026 7:57 PM,,False,2026-01-17T23:00:00Z,,INV-0081,2026-01-24T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0081,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0081,64.93,64.93,b938ad21-ac64-45db-bc4e-19204a7b75e9,Olena+e2@nexudus.com,2026-08-25T19:57:18Z,False,False,False,False
1429951365,False,False,Not Available,,Not Available,1195,Spain,ES,,Charles Kelly,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),11ad18e1-b3d0-482b-9dfd-d044aa420de0,,,,False,False,Charles Kelly,,1423807158,True,True,True,,1,,2026-08-25T19:57:19Z,False,0.0,,EUR,3003,,,Hot Desk Quarterly,0.0,1429951365,False,False,400.0,2026-08-28T19:57:19Z,8/28/2026 7:57 PM,,False,2026-04-23T22:00:00Z,,INV-0082,2026-07-23T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0082,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0082,400.0,400.00,7216bbd3-6d96-47fc-b5e1-0953d6b51648,Olena+e2@nexudus.com,2026-08-25T19:57:19Z,False,False,False,False
1429951366,False,False,Not Available,,Not Available,1195,Spain,ES,,Rachael Byrne,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),2b593c66-b701-450c-bd4b-6ac15d83abde,,,,False,False,Rachael Byrne,,1423806954,True,True,True,,1,,2026-08-25T19:57:20Z,False,0.0,,EUR,3003,,,"Flex Fortnightly, Storage Locker",0.0,1429951366,False,False,280.0,2026-08-28T19:57:20Z,8/28/2026 7:57 PM,,False,2026-01-23T23:00:00Z,,INV-0083,2026-02-06T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0083,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0083,280.0,280.00,2b4db58f-5bbb-40b4-939f-76ffe8b50af3,Olena+e2@nexudus.com,2026-08-25T19:57:20Z,False,False,False,False
1429951465,False,False,Not Available,,Not Available,1195,Spain,ES,,Danny Hale,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),080f8ea5-dcf0-401e-a264-fb8b2a6abf70,,,,False,False,Danny Hale,,1423807159,True,True,True,,1,,2026-08-25T19:57:21Z,False,0.0,,EUR,3003,,,"Flex Fortnightly, Mail Handling",0.0,1429951465,False,False,270.0,2026-08-28T19:57:21Z,8/28/2026 7:57 PM,,False,2026-05-15T22:00:00Z,,INV-0084,2026-05-29T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0084,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0084,270.0,270.00,fb053f1a-276b-4e68-9a9c-96b47c3c7efd,Olena+e2@nexudus.com,2026-08-25T19:57:21Z,False,False,False,False
1429951367,False,False,Not Available,,Not Available,1195,Spain,ES,,Wayne Davidson,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),86e280a9-0c42-4769-9eb5-38309a5de047,,,,False,False,Wayne Davidson,,1423806955,True,True,True,,1,,2026-08-25T19:57:22Z,False,0.0,,EUR,3003,,,Private Office Large,0.0,1429951367,False,False,1883.84,2026-08-28T19:57:22Z,8/28/2026 7:57 PM,,False,2025-08-27T22:00:00Z,,INV-0085,2025-09-27T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0085,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0085,1883.84,1883.84,1b8df19e-8301-4c0f-8d56-201076ebf517,Olena+e2@nexudus.com,2026-08-25T19:57:22Z,False,False,False,False
1429951368,False,False,Not Available,,Not Available,1195,Spain,ES,,Chelsea Powell,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),98ad6339-53d2-4691-8dbc-331d630171b5,,,,False,False,Chelsea Powell,,1423807160,True,True,True,,1,,2026-08-25T19:57:23Z,False,0.0,,EUR,3003,,,"Hot Desk Quarterly, Parking Space",0.0,1429951368,False,False,475.0,2026-08-28T19:57:23Z,8/28/2026 7:57 PM,,False,2026-04-26T22:00:00Z,,INV-0086,2026-07-26T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0086,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0086,475.0,475.00,0cf4942a-0607-42fc-b597-7c6a0b6ede54,Olena+e2@nexudus.com,2026-08-25T19:57:23Z,False,False,False,False
